2	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	0	9	0	0	0	0	0	9	9	9	
3	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
3	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
3	29	9	9	9	9	9	9	9	9	9	0	9	0	9	0	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
3	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	0	9	0	0	0	0	0	9	9	9	
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
5	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
5	29	9	9	9	9	9	9	9	9	9	0	9	0	9	0	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
5	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	0	9	0	0	0	0	0	9	9	9	
6	7	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	
6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
6	10	9	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	9	9	
6	29	9	9	9	9	9	9	9	9	9	0	9	0	9	0	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
6	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	0	9	0	0	0	0	0	9	9	9	
7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	9	
7	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
7	29	9	9	9	9	9	9	9	9	9	0	9	0	9	0	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
7	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	0	9	0	0	0	0	0	9	9	9	
8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
8	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
8	29	9	9	9	9	9	9	9	9	9	0	9	0	9	0	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
8	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	0	9	0	0	0	0	0	9	9	9	
19	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
19	29	9	9	9	9	9	9	9	9	9	0	9	0	9	0	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
19	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	0	9	0	0	0	0	0	9	9	9	
10	29	9	9	9	9	9	9	9	9	9	0	9	0	9	0	9	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
10	35	9	9	9	9	9	9	9	9	9	9	9	1	9	9	9	9	9	9	9	9	1	9	1	9	1	1	1	1	1	9	9	9	
29	35	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
