7	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
7	34	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	9	9	9	
7	9	9	9	0	0	0	0	0	0	0	0	9	0	9	0	0	9	0	9	0	9	0	0	9	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	9	9	9	9	
7	8	9	9	9	0	0	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	0	9	9	9	0	9	0	
10	11	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	9	9	9	9	
10	34	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	9	9	9	
10	9	9	9	0	0	0	0	0	0	0	0	9	0	9	0	0	9	0	9	0	9	0	0	9	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	9	9	9	9	
10	8	9	9	9	0	0	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	0	9	9	9	0	9	0	
11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
11	34	9	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	9	9	9	9	9	9	9	9	
11	9	9	9	0	0	0	0	0	0	0	0	9	0	9	0	0	9	0	9	0	9	0	0	9	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	9	9	9	9	
11	8	9	9	9	0	0	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	0	9	9	9	0	9	0	
21	34	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	9	9	9	
21	9	9	9	0	0	0	0	0	0	0	0	9	0	9	0	0	9	0	9	0	9	0	0	9	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	9	9	9	9	
21	8	9	9	9	0	0	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	0	9	9	9	9	9	9	
34	9	9	9	0	0	0	0	0	0	0	0	9	0	9	0	0	9	0	9	0	9	0	0	9	0	9	0	0	0	0	0	0	9	0	0	0	0	9	9	9	9	9	9	9	9	
34	8	9	9	9	0	0	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	
9	8	9	9	9	0	0	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	0	9	9	9	0	9	9	9	9	9	9	
